Function,Algorithm,Mean,StdDev,Min,Max
F1_CEC2020,FSRO_Variant5,27796156116.95649,8930253865.423737,6717845959.1210985,45112739995.6559
F1_CEC2020,DE,3486524703.6846075,2266683287.459104,318359742.0802063,9541839140.051603
F1_CEC2020,GWO,9579483048.509644,3033954735.712287,5815784666.256232,15577532836.587742
F1_CEC2020,HHO,29975432515.94005,3.814697265625e-06,29975432515.94005,29975432515.94005
F1_CEC2020,MFO,5141509161.517901,5890908658.288003,5631.975313403367,35880003128.14502
F1_CEC2020,PSO,1567393112.4342709,2810969352.672278,19947.502656486955,18352490977.002487
F1_CEC2020,SMA,32420963406.63499,11831471146.50038,6712337167.507284,60196927294.70694
F1_CEC2020,WOA,29975432515.94005,3.814697265625e-06,29975432515.94005,29975432515.94005
F2_CEC2020,FSRO_Original,3207.9341937335785,321.5153639125782,2470.3605431995966,4076.908408234053
F2_CEC2020,FSRO_Modified,2040.6117899548476,230.16625829920963,1418.1561870895002,2517.141519364201
F2_CEC2020,FSRO_Variant1,2652.652389988014,220.057306909232,2038.2246060267064,3075.363294278818
F2_CEC2020,FSRO_Variant2,2652.2538844524497,435.1834059982868,1572.0167497637551,3633.4110240576847
F2_CEC2020,FSRO_Variant3,2679.8583445498552,369.508786412642,2029.9452535465732,3434.1906922668622
F2_CEC2020,FSRO_Variant4,3311.585308893707,216.44911203034383,2778.443536444565,3650.410116961223
F2_CEC2020,FSRO_Variant5,3958.5841681864,286.0991933522954,3290.033069859384,4642.532348805504
F2_CEC2020,DE,2035.530678497583,316.33615009395646,1357.5032258356614,2828.896534101203
F2_CEC2020,GWO,3963.652178745897,491.82691498632647,3182.663475006904,4800.467028040312
F2_CEC2020,HHO,5596.150854728435,9.094947017729282e-13,5596.150854728436,5596.150854728436
F2_CEC2020,MFO,2609.7781837595217,354.9473210539576,1736.346580051431,3315.936431600672
F2_CEC2020,PSO,2050.2814714615183,333.7068978791657,1376.6014141262604,2816.339610865009
F2_CEC2020,SMA,4197.382541610307,369.8235124779526,3286.90502033382,5039.829490923892
F2_CEC2020,WOA,5596.150854728435,9.094947017729282e-13,5596.150854728436,5596.150854728436
F3_CEC2020,FSRO_Original,617244.1061036189,207100.21800585985,180968.2635301261,1026055.700683827
F3_CEC2020,FSRO_Modified,772.6267410761313,16.032170519975956,739.424212934176,819.8171084048382
F3_CEC2020,FSRO_Variant1,428183.85533881,161490.6524722111,63465.93430512947,730498.3624358032
F3_CEC2020,FSRO_Variant2,759.93841749314,5.241329538334592,743.5405643057295,769.6700615006255
F3_CEC2020,FSRO_Variant3,123721.80271107862,64961.33946338172,23726.82885192147,258144.30277814428
F3_CEC2020,FSRO_Variant4,633181.1011410422,164334.9944212074,297664.26790028025,974080.6015291546
F3_CEC2020,FSRO_Variant5,597910.4508433606,140424.78081601806,314384.0593375225,888768.5287558634
F3_CEC2020,DE,69700.72575223392,51972.80979446569,10406.974539989558,249941.7281456533
F3_CEC2020,GWO,178620.86572079774,33321.76391806535,119375.34503451842,261896.0500269864
F3_CEC2020,HHO,375431.6262474387,5.820766091346741e-11,375431.62624743866,375431.62624743866
F3_CEC2020,MFO,163440.36900395172,127393.13099706174,754.6613579038964,542735.5118469109
F3_CEC2020,PSO,43334.66230207057,65155.5495927314,773.1077662086798,354166.1954718167
F3_CEC2020,SMA,673379.8482520689,165679.10558111203,314170.1014927048,973814.2918959056
F3_CEC2020,WOA,375431.6262474387,5.820766091346741e-11,375431.62624743866,375431.62624743866
F4_CEC2020,FSRO_Original,2156512.517219609,2651143.549236941,2717.3781145890525,13919168.437048834
F4_CEC2020,FSRO_Modified,1902.749445728492,0.4814822394445802,1901.3239007708185,1904.041017444702
F4_CEC2020,FSRO_Variant1,622690.8439198241,1180538.06996385,1994.835830313009,7953828.23638119
F4_CEC2020,FSRO_Variant2,1903.0733828122925,0.9627291052686736,1901.347782020372,1905.5091280348483
F4_CEC2020,FSRO_Variant3,28313.570542008445,43146.09094534305,1931.1378131079475,219192.63192479903
F4_CEC2020,FSRO_Variant4,1541453.516678837,1993849.16439742,42798.57326187944,10307712.203677695
F4_CEC2020,FSRO_Variant5,883692.6049639316,858578.2757350273,25371.575238836387,4937085.431948748
F4_CEC2020,DE,7975.370094467312,16552.335677442363,1902.3378364719329,94742.83759506464
F4_CEC2020,GWO,11109.513591099174,7855.041223629548,2361.179977640505,26906.411671970804
F4_CEC2020,HHO,3287478.009364826,4.656612873077393e-10,3287478.0093648266,3287478.0093648266
F4_CEC2020,MFO,32718.78217283812,60799.2872925956,1911.1270236896733,339587.87865123275
F4_CEC2020,PSO,4759.622354141311,9518.785000765429,1901.6922494634216,47205.16480487973
F4_CEC2020,SMA,2405492.355629723,2622966.436190525,98723.13043947096,10328985.883585976
F4_CEC2020,WOA,3287478.009364826,4.656612873077393e-10,3287478.0093648266,3287478.0093648266
F5_CEC2020,FSRO_Original,215646071.7656577,496261280.6431074,51325.86517282355,3193352576.02741
F5_CEC2020,FSRO_Modified,17333.4159849532,5746.567309604613,6058.257158282606,29518.254012334663
F5_CEC2020,FSRO_Variant1,29872026.772230368,69212811.58463544,36307.726767630105,290738415.6991642
F5_CEC2020,FSRO_Variant2,62481.75128284036,39590.10356913772,5474.300771688606,174961.8305279542
F5_CEC2020,FSRO_Variant3,890424.1082068499,980837.9862128006,8353.02330091915,4991480.628038616
F5_CEC2020,FSRO_Variant4,8486143.846485043,8718220.241944283,220854.5210259864,37980840.69819141
F5_CEC2020,FSRO_Variant5,99550935.18919045,97601278.66622216,3195771.63239966,403297676.91418046
F5_CEC2020,DE,120784.30078880786,324770.24344325287,2928.962080811036,1986650.74027721
F5_CEC2020,GWO,14073972.658234864,0.8455379319297629,14073972.216536662,14073976.338097164
F5_CEC2020,HHO,766542609.0866377,1.1920928955078125e-07,766542609.0866376,766542609.0866376
F5_CEC2020,MFO,10910838.047313008,56848805.774882056,4185.891551221098,381942486.5223017
F5_CEC2020,PSO,162340.25398284724,428123.6806469945,4149.066699090341,2082384.2675930115
F5_CEC2020,SMA,186324202.55017307,166243195.17382634,9700573.850462118,913280978.9559788
F5_CEC2020,WOA,766542609.0866377,1.1920928955078125e-07,766542609.0866376,766542609.0866376
F1_CEC2022,FSRO_Original,641853.1814399419,4182858.555757438,11788.104530854884,29919288.804276343
F1_CEC2022,FSRO_Modified,300.1142132609399,0.035019737004007,300.055517308617,300.205532071367
F1_CEC2022,FSRO_Variant1,22687.130620770127,8421.958021389773,6447.847589219746,43490.33990923479
F1_CEC2022,FSRO_Variant2,300.1600077992425,0.0382909329068955,300.0661118551531,300.2566736971194
F1_CEC2022,FSRO_Variant3,12342.311945106583,6878.846299641843,1326.332997678677,25717.84005676497
F1_CEC2022,FSRO_Variant4,29814.49155786753,11628.9195647061,16083.612342395912,74457.62949594423
F1_CEC2022,FSRO_Variant5,60574.21624787888,118318.59875798668,12922.37646671688,862211.0946445907
F1_CEC2022,DE,7858.017931839609,5640.307727663939,1328.22642825196,26634.422285534067
F1_CEC2022,GWO,10011.10867820715,1972.2617840399064,6666.606832403162,17730.534137549315
F1_CEC2022,HHO,51517.32230208128,0.0,51517.32230208128,51517.32230208128
F1_CEC2022,MFO,34051.826886607945,14967.619509740389,6739.481081131838,71999.30625691495
F1_CEC2022,PSO,4118.50910324593,4910.240358267336,301.8845186963593,23413.43370953161
F1_CEC2022,SMA,122407.72496545348,198623.62580792807,17614.537697214764,858502.1016404754
F1_CEC2022,WOA,51517.32230208128,0.0,51517.32230208128,51517.32230208128
F2_CEC2022,FSRO_Original,5973.333667864208,4616.799584242483,1262.4169308311634,20879.54423290969
F2_CEC2022,FSRO_Modified,412.2151493639339,25.56319650984857,400.00937931477154,470.8414671953834
F2_CEC2022,FSRO_Variant1,3253.3858121936487,2093.419607021262,779.881990498573,12190.153081785302
F2_CEC2022,FSRO_Variant2,417.6739833533453,28.224300565142048,400.021625125908,472.05751986450366
F2_CEC2022,FSRO_Variant3,1450.1740445204214,1163.0677098958456,533.1011060532252,6660.905955020396
F2_CEC2022,FSRO_Variant4,4111.249689405667,1800.1707071041883,989.317705153634,7942.990860485571
F2_CEC2022,FSRO_Variant5,5657.976263725495,2391.4094642641435,888.5195794903705,11850.524768074343
F2_CEC2022,DE,726.0849154920357,327.7655705264383,436.59842688638497,2236.2101869661965
F2_CEC2022,GWO,1294.890935854963,495.5534413427732,634.2693766923683,3080.6826462427475
F2_CEC2022,HHO,11097.372890481092,1.8189894035458565e-12,11097.37289048109,11097.37289048109
F2_CEC2022,MFO,601.819951996497,176.96916279698473,408.0023248862847,1168.1671274050957
F2_CEC2022,PSO,575.5163469687687,285.4119359823772,401.06698759343,2353.2463302382444
F2_CEC2022,SMA,8097.024164110492,4100.39153879311,2166.0648117645533,19566.187727271357
F2_CEC2022,WOA,11097.372890481092,1.8189894035458565e-12,11097.37289048109,11097.37289048109
F3_CEC2022,FSRO_Original,601.051348849718,0.4085905285277315,600.2883108380505,602.3227530402842
F3_CEC2022,FSRO_Modified,600.0000048764207,1.5834799379937424e-06,600.0000018443545,600.0000082052777
F3_CEC2022,FSRO_Variant1,600.7932684867611,0.3224544419305787,600.1788251177835,601.68082059467
F3_CEC2022,FSRO_Variant2,600.0000063831169,1.670487093661942e-06,600.0000022129692,600.0000095372053
F3_CEC2022,FSRO_Variant3,600.3581541545101,0.1767991177206229,600.0166349520277,600.7985324171485
F3_CEC2022,FSRO_Variant4,601.0266973763884,0.3465832968163119,600.1757712772747,601.7947258432363
F3_CEC2022,FSRO_Variant5,601.0387496650485,0.2828333869474083,600.4096203205513,601.8718402504994
F3_CEC2022,DE,600.1895756867646,0.1308245915638153,600.0122813904286,600.6476053746956
F3_CEC2022,GWO,600.2849363711796,0.0898308328740847,600.1279449595348,600.4941650888512
F3_CEC2022,HHO,601.10317108007,0.0,601.10317108007,601.10317108007
F3_CEC2022,MFO,600.2508318876838,0.1627295941126399,600.0000000000001,600.6275138917571
F3_CEC2022,PSO,600.0424016773325,0.0451253483931024,600.0003038548552,600.178137511863
F3_CEC2022,SMA,601.2816941009185,0.394809209450603,600.4094206287319,602.1469097832331
F3_CEC2022,WOA,601.10317108007,0.0,601.10317108007,601.10317108007
F4_CEC2022,FSRO_Original,986.517077820798,61.43978935717224,832.0,1103.0839370349115
F4_CEC2022,FSRO_Modified,821.6681635563987,7.090130192304057,812.0023014902707,856.0013507118863
F4_CEC2022,FSRO_Variant1,945.1889060524176,48.06598223752176,850.3214878368217,1040.578240717247
F4_CEC2022,FSRO_Variant2,876.3761436376167,34.885263738110154,820.0002395405055,954.0
F4_CEC2022,FSRO_Variant3,906.7007441640282,43.01843448678332,822.0,976.0
F4_CEC2022,FSRO_Variant4,998.7128004810368,39.98137563327427,912.555844787196,1087.5
F4_CEC2022,FSRO_Variant5,1042.7041759097517,43.81090081167197,933.5820855914516,1144.0
F4_CEC2022,DE,854.3507318623865,22.033263674966943,816.0,894.138858438776
F4_CEC2022,GWO,1007.3071560887636,55.422120461242834,887.2947556029807,1108.588915984115
F4_CEC2022,HHO,1118.7940600266115,0.0,1118.7940600266115,1118.7940600266115
F4_CEC2022,MFO,971.4434032508544,53.47241154999378,886.5,1092.5
F4_CEC2022,PSO,880.8000000000293,32.23631492586404,826.0,946.0
F4_CEC2022,SMA,1083.617164622768,55.11717400044836,967.6747068125986,1181.0
F4_CEC2022,WOA,1118.7940600266115,0.0,1118.7940600266115,1118.7940600266115
F5_CEC2022,FSRO_Original,911.3596078362622,4.234714625740901,904.2107693443525,920.9209571279396
F5_CEC2022,FSRO_Modified,900.1699323180935,0.2710516986418206,900.0003684409419,900.9983544397924
F5_CEC2022,FSRO_Variant1,906.6591653421624,2.5776914672565407,901.2431219566014,912.970445018038
F5_CEC2022,FSRO_Variant2,901.6053207592284,1.0040194978315118,900.179182769405,904.2711991193256
F5_CEC2022,FSRO_Variant3,903.2656490509456,2.3089299315234664,900.314226418993,912.5201816033216
F5_CEC2022,FSRO_Variant4,911.3509982686398,3.953624405159404,903.5798360121744,923.7315621832364
F5_CEC2022,FSRO_Variant5,912.4308380442878,4.142175709691484,904.892232727935,920.4437311743412
F5_CEC2022,DE,901.6096175143794,1.217501018164482,900.1614817345525,907.2510777045596
F5_CEC2022,GWO,902.5753375496524,0.6829575829253034,901.8203486298544,904.9166781814916
F5_CEC2022,HHO,909.0955232011812,0.0,909.0955232011812,909.0955232011812
F5_CEC2022,MFO,906.2898834114052,2.815753455567537,900.742274131723,915.5135218275116
F5_CEC2022,PSO,902.752998243202,1.946054211853432,900.157728755982,908.2347282137224
F5_CEC2022,SMA,915.8019095615252,5.696734834802087,905.5066119533844,930.5968410177286
F5_CEC2022,WOA,909.0955232011812,0.0,909.0955232011812,909.0955232011812
